X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3;X4;Y4;Z4;X5;Y5;Z5;X6;Y6;Z6;X7;Y7;Z7;X8;Y8;Z8;X9;Y9;Z9;X10;Y10;Z10;X11;Y11;Z11;X12;Y12;Z12;X13;Y13;Z13;X14;Y14;Z14;X15;Y15;Z15;X16;Y16;Z16;X17;Y17;Z17;X18;Y18;Z18;X19;Y19;Z19;X20;Y20;Z20;Position
9,345;8,775;1,748;1,068;-8,803;-7,913;3,943;-4,249;-8,287;8,674;-4,816;4,404;-9,164;-5,98;-1,104;-6,976;4,05;4,486;5,823;6,883;4,659;9,113;-7,019;-4,73;-9,158;-1,83;-5,161;6,583;-3,631;-1,778;-5,462;-6,653;-5,042;-0,582;9,853;5,278;-0,695;-0,808;0,042;1,445;5,07;9,245;2,755;-0,63;-9,016;-5,871;-2,575;8,088;4,59;5,555;-2,935;3,222;-4,64;0,491;5,267;7,472;1,379;5,177;9,926;-6,275;1
-7,93;3,536;1,236;-5,414;3,281;3,106;-4,318;-2,664;-9,248;-0,034;-8,947;-7,639;7,071;-2,097;5,946;0,762;-2,913;-6,873;2,378;-5,943;6,985;2,864;-6,453;3,388;-6,789;3,556;9,971;2,857;-0,396;8,985;5,336;2,998;-1,235;0,257;-0,159;-0,588;7,68;4,016;4,305;-3,381;5,376;8,244;8,152;7,903;-3,571;-8,714;-3,687;-1,336;-1,789;-0,578;-6,793;-9,671;4,853;-9,745;5,267;7,889;7,111;0,251;-8,514;1,798;4
-8,3;-7,206;-9,668;-9,052;8,3;5,327;-0,02;-8,478;0,433;2,049;-2,596;5,761;-7,581;-8,796;5,144;7,517;-6,503;-1,915;-1,549;3,65;-3,181;7,93;-4,452;2,202;0,218;0,551;8,501;-2,941;6,87;3,771;-7,48;0,741;-3,547;-6,518;-7,19;9,174;9,784;-9,244;2,389;-9,696;-2,33;4,015;9,251;-0,311;-7,776;3,271;3,857;-9,57;-3,002;-1,009;-4,871;-0,064;-5,983;1,643;-4,385;4,08;-6,501;-9,976;5,549;-3,979;5
-1,591;5,474;6,489;4,388;8,635;2,144;-1,849;6,091;-1,501;-0,008;-7,992;-1,101;1,256;3,114;-0,223;9,224;-2,147;-7,107;-6,022;-2,888;-5,561;-0,57;4,03;-1,412;4,391;-0,689;-0,461;-4,044;-5,133;-8,833;-7,7;-1,84;-7,362;0,415;3,385;5,536;-7,501;3,149;-6,437;6,007;3,742;9,528;1,471;2,656;2,785;-1,487;-4,632;-7,76;4,409;-3,77;-1,784;0,085;-7,39;2,942;-8,065;-0,425;-2,524;1,062;-2,547;3,185;5
-9,766;-3,127;-6,375;-7,027;7,76;4,896;5,833;-8,174;1,46;1,178;-6,807;-3,7;-5,799;-6,719;-1,773;5,876;-2,185;2,668;9,074;2,014;-7,386;-1,964;-6,395;-5,114;-0,501;4,538;-8,83;8,977;-9,018;-0,431;-4,457;9,33;-1,526;-6,595;4,175;-2,473;-0,376;-0,086;9,025;-1,938;5,764;-2,734;9,914;-4,571;-8,178;-4,17;6,454;-2,063;0,902;9,344;5,125;-5,093;-1,585;-5,13;-5,016;-2,566;4,568;3,509;8,25;1,656;5
0,104;4,21;-7,545;4,959;3,188;1,021;-0,036;-2,885;4,392;1,733;5,36;-4,438;6,364;-8,254;-3,141;0,207;2,242;4,167;6,652;1,06;6,028;3,196;0,228;-7,771;-6,414;-0,651;-5,22;5,148;-8,419;-3,758;5,059;8,85;-5;2,601;2,961;0,534;-5,045;8,861;0,61;-2,158;-3,138;-7,12;5,777;-5,908;9,371;-7,327;1,028;0,394;-6,501;3,473;5,153;2,412;-3,116;5,616;-9,077;3,627;2,866;1,474;7,223;2,719;5
-8,641;1,474;2,717;-7,871;-0,525;-6,536;-2,977;-2,64;-1,008;6,474;-1,594;-7,935;6,802;-6,749;-1,147;5,657;3,798;-6,065;8,474;-7,312;-4,124;6,709;-4,338;-7,174;6,724;-9,075;8,265;-7,031;9,322;5,292;0,485;0,18;2,049;-0,297;-4,857;0,478;-4,955;9,749;-1,807;1,451;-2,882;1,108;5,992;-3,925;-5,129;4,499;-3,407;4,625;-6,298;0,476;-5,22;2,072;-1,052;1,742;-5,644;3,425;6,24;5,193;-7,592;-1,217;5
7,297;3,173;-4,749;-3,552;-9,146;2,384;-3,878;1,901;-5,438;-2,098;-0,357;-9,751;-7,605;4,475;-6,033;-6,486;-8,957;-7,184;8,719;-6,829;9,572;5,359;-1,43;1,829;8,176;5,158;-5,609;3,467;3,164;-5,626;-1,53;-3,644;-0,484;-7,912;-7,623;3,51;0,676;3,645;-7,683;-1,829;7,575;2,971;0,545;1,085;5,65;-5,112;9,59;3,714;-0,365;3,622;2,593;5,428;-7,004;-2,581;-3,057;-2,416;3,741;8,296;5,045;5,115;3
-4,182;-5,904;0,463;1,653;-7,116;1,209;-0,212;-0,539;-2,872;2,79;6,204;1,687;1,008;-6,788;3,452;-1,451;-1,356;-1,188;-6,119;-3,175;7,662;-4,09;8,783;7,45;-5,146;-7,073;5,338;4,846;8,155;-4,197;8,22;5,658;2,344;-5,735;9,025;2,474;-9,743;-8,563;2,695;-3,963;-0,653;-7,454;-7,014;-0,97;-3,154;3,73;4,894;9,359;5,937;2,119;-5,1;-1,561;-0,339;1,234;-0,274;-0,414;2,606;2,476;0,142;9,38;3
7,912;0,82;-3,824;-9,802;-7,035;-7,536;3,235;9,385;6,736;0,069;0,698;0,148;-3,389;6,471;0,091;-6,007;-9,857;-4,92;-2,062;2,532;5,916;-6,1;4,16;3,756;-5,419;-7,694;7,442;-0,719;-9,092;-6,71;5,707;-4,629;6,099;2,028;-3,13;-6,679;3,134;-0,649;7,381;9,09;-1,872;6,684;-8,47;3,121;-0,218;7,096;3,979;-8,058;4,53;-3,509;-8,565;-3,233;2,899;6,662;-5,016;2,152;5,25;-9,013;-5,711;-6,23;3
1,763;-8,086;8,263;8,179;7,623;5,295;-4,196;-5,194;-0,677;3,994;-8,14;-8,615;2,351;2,233;-8,164;-7,55;6,802;5,02;-5,696;8,805;4,864;-6,782;6,39;-6,138;3,218;9,512;-8,299;-7,048;-2,298;1,931;-3,825;4,221;9,417;0,283;1,563;4,526;5,814;4,233;-2,957;0,935;3,253;8,34;-6,751;4,21;-7,435;-9,559;-7,458;4,056;1,373;7,701;3,858;3,934;1,899;-4,593;-6,915;-9,746;-9,505;-0,139;2,331;1,752;5
-5,152;7,144;-0,907;8,597;5,134;7,435;5,889;7,949;3,185;9,765;-8,145;3,007;8,788;-7,118;-5,981;-8,743;-1,511;-9,939;-3,565;1,507;-5,502;-5,874;3,853;2,679;0,891;-2,067;6,158;-7,665;-1,013;0,634;8,376;-0,505;-4,345;-4,351;8,387;0,784;-5,978;5,651;5,301;-5,74;-4,433;-0,081;-3,749;-8,22;7,69;-1,377;-7,381;-3,78;-2,137;8,956;7,447;-9,26;-6,936;3,963;6,657;9,409;-1,577;9,114;8,31;1,963;3
-9,178;-1,638;9,04;5,224;8,441;-3,924;-7,387;0,757;4,267;4,289;-3,97;-5,208;-0,657;-6,299;-9,985;1,864;-7,892;-5,708;-0,476;-8,29;9,315;7,145;2,852;-3,836;-7,57;-2,492;-6,009;7,714;-3,969;-9,822;-7,664;9,966;9,453;-7,28;-4,938;-4,17;9,863;3,852;-5,011;5,848;-0,618;-2,324;-4,994;4,46;9,123;8,824;-4,208;-6,556;8,937;-4,855;-9,766;1,684;-4,532;-6,987;-6,148;-8,63;-7,115;-0,875;3,571;0,704;2
-0,624;-8,422;-6,115;6,45;-0,293;9,075;-0,109;-0,313;8,617;9,65;-1,925;-4,216;-3,801;-4,896;7,925;-8,814;-4,141;-4,514;-6,729;4,754;-3,592;8,178;-4,176;-6,34;-3,609;8,996;0,221;4,701;9,51;7,382;2,073;2,839;8,053;-5,504;8,045;4,175;-2,204;-1,441;3,158;-9,883;-9,181;3,489;3,413;-5,862;-3,676;-7,233;0,045;2,335;0,698;5,734;0,04;1,753;0,395;2,5;-2,336;-7,792;3,733;-2,427;-0,368;4,699;4
-2,015;-6,562;-7,621;5,165;5,942;-5,086;-9,449;4,494;-0,393;7,898;9,846;2,332;-3,246;6,159;0,694;8,924;3,081;-9,839;1,149;3,751;2,001;-6,795;4,506;-8,945;8,234;5,093;6,651;-4,222;-1,45;-6,457;-2,591;-0,719;-8,376;6,362;-3,435;-0,919;4,182;-7,162;-4,717;7,477;-3,669;6,145;-2,89;4,543;-2,889;2,107;-0,214;6,356;-8,712;0,508;-0,546;4,703;6,577;2,748;-8,633;3,784;-3,043;-3,083;3,792;-9,1;2
3,251;-5,426;1,16;2,838;2,896;-4,633;9,902;9,911;6,107;-6,16;-0,967;-0,339;6,07;-0,577;5,407;-3,393;-9,456;9,423;3,771;0,544;-8,536;5,094;-5,494;-5,239;2,851;8,99;0,678;6,158;-2,945;-4,212;9,814;-4,642;-9,69;6,13;-0,198;7,884;-0,115;-2,402;-2,462;2,607;9,278;-0,064;-1,062;8,943;9,191;2,971;-0,222;-0,897;5,239;2,732;0,206;-4,17;4,724;8,164;-9,442;6,833;8,452;-4,155;8,362;0,477;3
1,554;-9,228;-0,826;-8,044;-8,759;-0,274;3,142;1,809;-2,516;-6,135;4,223;8,116;0,908;4,188;2,47;-9,076;-1,717;-5,126;-5,445;-9,968;1,886;-2,204;-4,21;5,698;-0,393;-9,274;8,561;9,681;-5,086;1,606;-8,939;8,695;-6,254;5,586;1,321;3,932;9,808;-1,211;-6,185;-2,27;-9,56;-1,68;5,457;4,849;2,651;-0,113;5,47;2,894;6,671;-8,212;-2,12;1,475;1,993;4,242;0,986;-2,791;-0,769;-9,627;6,606;-4,674;1
-9,366;-9,823;6,522;5,968;7,486;3,394;8,969;-3,509;4,221;5,853;0,099;3,745;-6,52;-5,98;4,492;8,437;-5,513;3,974;-8,667;6,891;0,345;0,503;1,793;-4,269;1,678;9,288;0,776;2,852;-4,196;-0,496;3,587;7,231;7,171;-4,877;5,727;-8,322;5,439;4,95;-0,242;-3,983;2,734;-3,398;-8,359;6,683;7,815;9,092;-8,853;3,455;-2,337;0,015;-1,532;8,347;0,865;-8,093;-2,226;-0,795;-8,177;-7,432;-7,271;1,57;2
1,242;-0,911;9,084;-7,35;-9,956;6,959;-0,275;-7,04;-0,53;5,699;9,114;8,969;-5,931;0,017;1,544;-9,05;1,485;-1,909;-3,776;7,175;-7,983;-5,657;-5,63;3,573;5,622;-5,927;7,377;-0,295;-5,3;5,699;-4,317;4,349;-5,596;9,441;-4,66;0,556;-0,655;2,909;8,2;5,171;-2,792;-8,882;-7,372;3,244;-7,463;-3,476;0,35;-8,495;-7,213;4,845;4,075;8,329;-0,389;5,696;-3,201;-8,147;8,096;-7,717;-4,736;0,877;2
7,395;-2,248;8,564;-6,511;6,316;-0,949;5,127;-5,302;-7,975;-6,74;-9,676;5,662;-8,861;3,423;-0,97;4,78;-5,564;-6,58;3,742;0,357;2,779;-8,949;-6,702;-0,999;-8,089;-1,078;-5,314;7,161;-9,45;5,059;0,731;-0,926;-7,343;-7,102;5,558;1,267;0,113;-3,834;-9,935;7,88;1,651;7,207;-2,269;0,035;7,495;4,454;-6,821;-6,049;0,792;0,437;2,955;2,365;-8,07;2,98;-5,193;4,375;-9,33;0,378;3,822;4,879;1
9,143;-1,271;-8,826;9,562;4,107;-7,605;-3,06;-0,896;-2,922;-8,873;-7,221;3,703;6,198;-7,496;-7,28;4,135;4,714;-8,132;7,992;0,962;-2,424;-5,248;-9,323;0,684;4,344;2,429;-9,074;-9,668;6,818;-3,675;6,175;-9,624;6,668;-3,873;2,58;-2,127;1,418;-5,473;7,611;-4,681;-4,532;9,869;4,998;2,717;6,045;-4,022;2,681;0,859;4,097;5,252;0,824;4,982;-3,607;-6,293;-8,662;-8,571;-5,566;-0,164;-5,88;4,513;1
-5,393;0,697;2,759;3,076;-4,638;-7,9;-9,352;0,718;7,179;-0,568;-8,726;-6,633;-2,24;-6,613;0,847;-1,927;6,584;-5,662;2,68;2,332;1,206;-4,48;5,694;-8,361;-9,645;8,189;8,164;-5,07;3,985;-4,427;4,392;-1,562;3,224;8,552;-3,591;-2,812;-6,976;2,267;-0,285;6,807;2,079;-0,26;6,736;-3,671;8,42;3,64;9,928;-3,108;-7,097;-5,039;3,952;1,425;1,291;8,862;-5,238;9,516;-9,043;-2,824;8,781;-0,541;4
6,696;1,212;-3,136;5,322;7,37;6,593;2,657;-1,334;-7,018;-6,871;-3,268;4,201;-7,211;0,2;-2,825;-1,414;4,531;8,208;9,122;8,327;0,249;-5,358;-6,29;4,349;5,994;3,913;-3,172;3,32;7,204;-2,415;8,043;3,503;2,47;-0,669;-1,927;9,865;-2,189;-4,425;6,216;6,796;-5,209;4,59;-3,608;4,118;4,205;3,74;3,871;-1,717;-4,93;7,672;-4,729;9,884;5,713;3,909;-0,277;-4,884;-1,511;0,478;-9,933;-2,758;2
2,014;0,658;1,876;7,771;1,097;-8,449;-5,29;5,857;3,438;1,649;9,37;-6,234;4,796;4,085;6,703;-4,701;3,761;8,017;8,235;8,472;2,251;9,612;0,64;8,215;8,152;-7,599;6,157;2,069;-0,552;-8,676;-4,19;6,061;-8,631;-6,125;6,011;-8,031;8,918;-2,166;6,063;-1,898;-4,818;6,975;-9,152;-4,446;3,796;-9,754;-6,789;-9,483;6,082;5,949;0,804;8,717;-3,2;-1,814;-4,103;-3,62;-7,182;5,71;2,283;4,403;2
1,146;-7,227;1,4;5,825;-5,599;-6,567;-1,234;9,584;-9,003;0,274;-7,851;9,864;9,819;9,304;1,167;3,727;8,827;-9,791;-8,359;-4,181;1,752;-7,105;5,199;-9,667;-8,157;-9,659;-4,411;-1,984;6,349;8,697;1,289;-9,36;-9,643;0,334;-0,004;0,787;-7,637;-4,435;5,508;-4,837;8,186;-0,983;2,797;-6,409;3,308;2,925;-0,121;-2,103;7,901;9,951;-0,284;6,497;6,942;4,477;7,475;0,023;-3,915;3,136;-0,442;-3,751;2
-4,695;9,295;-9,858;-2,301;3,4;-5,768;2,326;-3,594;-6,655;6,813;-9,565;3,864;-0,621;-1,985;-6,337;1,174;7,68;-5,857;8,219;4,788;8,321;7,35;-3,084;7,388;-9,199;-8,968;-8,683;2,779;-1,742;-6,233;4,723;5,677;-0,106;-1,158;-4,175;-4,335;9,917;-4,249;0,323;2,881;-8,36;-9,306;-0,021;9,657;6,008;5,979;0,235;-8,362;6,648;4,001;0,821;5,587;-6,796;-2,53;-0,686;7,222;7,57;-8,738;-6,682;-0,826;1
-7,991;3,427;2,708;2,642;-6,217;-2,648;1,118;9,894;3,124;-5,724;1,11;2,853;-3,277;3,133;-5,726;1,195;-1,952;-8,138;-5,783;-5,695;-7,519;9,752;9,779;3,693;2,221;-2,98;8,995;4,044;-7,389;4,148;-0,491;-2,416;-6,629;-9,677;-4,723;6,502;-1,747;-1,643;-5,392;-5,628;6,987;-3,793;6,676;-3,702;7,954;-5,948;-7,897;-3,06;7,678;-5,109;4,879;-8,091;-6,365;6,19;-6,645;-1,816;-2,509;-2,546;1,54;-0,062;3
9,907;-2,207;-2,444;-5,978;0,012;-0,042;6,732;-5,316;4,197;0,612;-8,132;-0,063;-7,31;9,153;-1,555;-1,239;3,489;7,117;2,213;2,649;-8,185;-7,349;-5,588;3,507;-6,554;-8,52;3,465;4,7;-7,366;9,872;0,556;1,865;7,817;6,949;-0,762;4,955;-1,966;-5,019;4,444;-0,514;9,343;-1,118;-5,274;1,922;7,082;8,158;6,78;-7,143;-9,445;6,591;-3,458;-6,82;-6,259;-8,407;-9,619;5,225;2,925;6,361;2,957;-8,572;3
-6,91;-1,646;-1,173;-3,115;5,558;-7,493;2,271;7,997;1,448;3,377;-3,013;-5,834;6,961;6,493;6,676;-4,243;0,286;-0,442;-8,605;0,616;4,12;-7,278;-2,002;2,685;6,022;4,794;7,209;-5,439;1,594;-8,461;8,778;3,758;9,481;5,142;1,202;6,399;-7,323;6,901;8,863;7,11;-2,596;-3,709;-1,102;7,061;3,629;4,686;-5,208;3,628;-2,78;-7,941;5,227;8,765;2,417;-4,776;-1,91;-2,108;-9,35;9,935;7,14;-6,686;2
-2,999;7,001;7,196;9,556;5,661;-3,138;-1,397;3,348;-7,286;4,682;3,891;4,654;-3,481;-8,651;-6,773;9,369;-5,178;1,667;0,627;-9,551;3,65;-7,545;2,805;4,475;4,871;4,144;5,691;-7,931;-7,402;-4,462;-8,505;-8,606;-1,691;-3,983;-0,25;6,916;-1,185;8,568;5,394;9,879;-3,786;-1,524;4,632;8,566;-4,07;4,881;-3,463;9,636;-7,062;9,492;-8,914;-5,051;9,379;6,597;1,146;-7,74;-1,525;7,806;-8,9;7,171;5
-8,877;-1,533;-6,4;-6,181;-2,014;-2,045;6,696;7,159;-4,528;8,856;-3,669;9,113;-9,984;4,915;-9,491;-2,666;5,832;2,943;6,451;-5,456;6,939;-5,671;-5,189;-1,982;-8,483;-9,592;-4,076;6,763;-4,281;1,665;-9,05;1,099;-6,583;2,587;-1,552;-7,275;9,607;7,284;-3,398;3,208;7,267;-8,005;3,877;0,24;-5,755;7,209;5,906;-5,922;3,673;-0,482;2,912;-8,161;-9,003;4,637;-6,726;-4,258;-9,73;4,663;-5,987;-1,983;3
-7,404;-8,744;0,442;4,989;0,199;8,839;9,744;0,422;-2,415;3,826;2,321;-0,499;-0,84;-2,136;-6,691;-3,805;1,605;-4,676;1,11;-8,77;-4,11;-7,293;6,24;1,886;8,192;-4,538;-5,321;1,151;1,897;7,436;2,118;-1,906;-8,279;-6,887;-2,745;-7,663;-5,853;-3,811;-6,496;5,56;-2,506;-7,593;-3,677;-1,819;6,197;8,779;-9,299;5,953;1,566;5,536;-5,284;7,229;9,25;-6,744;-8,196;-8,095;2,073;7,846;5,731;0,258;4
-5,109;7,951;7,263;9,516;1,198;-9,565;-0,23;-3,153;3,82;6,906;5,715;-9,021;-4,069;4,415;1,765;-9,214;-2,12;-5,428;-3,564;-5,695;-6,448;-2,829;-3,352;9,732;-7,526;-4,025;3,126;-2,527;-8,693;-3,872;1,033;-2,582;7,374;-0,586;-9,145;-8,521;2,198;-1,708;-1,543;-7,023;9,627;2,842;1,21;-1,027;-6,421;-7,911;-4,196;-0,648;4,837;-5,021;-0,508;4,519;-4,013;-3,495;-8,306;9,681;-2,874;1,972;-2,252;-8,812;5
4,834;-5,058;9,62;9,387;-7,708;9,456;-1,204;-7,96;-1,948;0,959;-9,637;6,88;2,519;-5,095;-6,608;3,63;4,949;5,403;1,631;6,475;-6,371;7,879;-8,656;3,435;-0,876;9,653;-7,119;-8,287;7,914;-7,271;9,242;5,191;2,036;-3,95;-1,128;1,494;7,683;-1,895;5,208;-2,45;-8,601;-0,415;-6,887;-4,63;-0,325;1,868;8,372;8,985;-8,965;9,295;5,412;7,003;-8,294;6,396;-9,488;-3,66;-0,698;-7,292;-1,486;6,187;1
-6,416;-5,183;-2,082;-8,873;2,614;4,277;5,328;0,829;-8,168;5,327;7,124;6,347;1,134;0,152;2,575;7,353;6,607;5,522;3,332;-3,457;-2,703;9,144;-1,26;6,634;-5,165;8,989;-1,127;-7,404;-5,497;-0,662;8,179;-5,6;-8,053;1,098;0,855;-6,348;-1,696;-4,673;3,892;0,697;-6,964;9,168;-3,47;0,138;9,987;-1,936;4,677;-4,119;3,218;-9,407;1,79;-3,125;-3,179;2,499;0,405;1,035;-0,139;-8,961;-0,957;-8,337;3
-7,391;-8,621;-6,651;4,376;-3,006;-4,414;1,997;6,021;-3,439;-6,682;-9,684;-6,809;3,193;0,559;-6,422;-6,89;-8,453;-3,085;-0,009;-3,331;-9,739;-3,824;9,421;-6,367;-0,399;-4,506;-4,168;-9,178;-0,765;2,427;2,44;1,01;-9,631;-4,472;1,513;2,99;-0,771;7,916;9,455;7,867;1,546;5,525;1,465;-4,406;-4,835;-2,611;-8,505;-8,361;-7,898;-1,181;1,09;-8,487;-9,521;-8,806;-1,469;-7,999;1,327;-7,049;4,067;8,798;5
-6,462;0,72;-6,898;8,907;-7,376;-5,692;7,552;7,811;-0,452;1,569;-8,475;-3,86;4,004;-3,064;8,003;6,701;-6,977;9,426;-5,083;8,01;0,911;-6,46;7,444;2,523;-7,803;4,695;1,676;-5,744;8,529;-1,773;-6,63;2,447;7,695;-5,061;3,307;4,874;-6,942;7,663;-8,334;-9,938;-0,669;0,881;-3,198;3,367;4,332;2,987;-2,407;3,402;5,257;-9,24;8,611;-3,385;-0,829;-8,397;-1,03;-0,482;7,744;2,506;-6,779;9,732;3
0,64;-6,977;-0,442;6,094;-7,536;-3,868;1,412;-8,549;0,047;9,96;-5,317;-4,383;2,746;9,164;-5,452;9,348;-4,976;-7,153;-7,172;0,67;-1,136;-7,556;-5,91;7,047;-0,671;-1,19;3,471;-8,045;5,969;-2,097;-2,027;6,231;6,413;0,494;5,146;2,818;-9,589;-3,344;-4,569;8,657;-2,401;-6,735;-4,443;-7,073;8,514;-3,224;7,237;-4,751;3,149;9,937;-0,121;8,992;8,182;-3,544;-8,658;6,7;4,875;5,781;6,204;-1,485;1
-4,751;-6,055;-4,646;6,612;6,904;0,716;-5,929;2,764;9,641;4,457;-3,091;5,003;-0,343;5,477;-0,083;4,045;-0,92;7,005;9,756;7,109;6,54;-5,819;8,558;3,498;-8,987;-7,04;5,936;0,704;8,798;-7,641;8,299;5,209;-1,677;-7,228;8,692;-4,024;-0,692;3,732;-3,969;-9,277;9,478;5,612;-1,905;9,416;-6,38;-3,442;-8,688;-0,171;-6,806;-8,78;6,933;0,104;-3,713;1,914;-5,136;-8,423;-7,528;-9,102;6,16;3,662;3
-0,43;-7,458;5,115;7,391;-9,075;-5,243;9,2;8,234;-5,669;-2,007;8,691;3,657;0,036;1,886;3,24;8,33;-5,467;-5,497;8,924;7,573;5,235;-5,167;7,398;6,599;-4,067;-9,724;-5,327;0,625;-7,271;1,486;0,235;9,64;7,261;0,594;-6,311;-2,518;-9,217;5,722;-8,057;3,977;5,02;-5,294;-5,344;6,115;-7,674;-8,935;3,33;9,126;0,9;7,021;-6,283;4,645;3,947;9,837;4,843;-6,827;5,377;1,063;7,789;9,909;4
-0,229;-5,958;-8,561;0,178;7,624;5,239;-1,103;8,044;3,392;-3,705;2,775;6,865;-9,799;-2,077;2,502;-8,371;2,797;6,641;9,41;-2,265;-7,543;8,11;7,064;0,915;-2,129;-7,822;-3,91;-1,818;-3,713;-4,811;-4,061;2,716;-7,833;-0,5;9,959;-6,967;7,092;-9,934;6,832;-5,81;3,386;6,309;-4,804;-6,292;9,856;2,779;1,276;-7,972;-7,866;-5,187;2,808;5,013;-6,632;-4,998;-2,461;-3,246;3,832;5,681;-0,29;6,026;3
-4,97;8,4;-2,104;0,32;-5,653;-8,253;-0,312;8,792;4,06;-2,772;0,392;-8,035;2,979;0,704;6,956;5,829;-3,375;1,359;-3,565;-5,062;-4,029;-6,589;6,787;1,84;-2,347;-5,585;0,112;7,609;8,953;9,495;-3,438;1,099;7,296;0,252;-1,294;1,304;-7,131;-4,778;-1,283;-8,407;1,68;-9,325;2,79;5,884;7,332;9,772;-8,215;-8,144;4,298;-9,464;-9,671;5,039;6,395;2,037;-6,437;-0,065;4,634;-7,915;0,158;-0,87;1
6,494;-2,776;-1,893;0,859;-1,09;9,76;6,467;-6,502;-2,765;-9,616;0,446;1,88;4,954;1,236;-7,804;-3,781;8,727;-4,462;5,485;9,92;4,249;-0,566;-7,32;-8,293;8,295;-4,532;9,542;5,876;-4,293;-9,672;-1,814;7,216;8,44;5,304;-7,711;-3,744;0,351;6,885;8,484;1,746;5,109;-3,888;-8,224;-6,826;-9,407;5,398;7,84;-6,853;7,872;2,386;8,818;-6,143;-4,297;4,491;-4,98;-4,19;5,167;-4,966;-9,149;-9,001;3
-4,39;8,821;-0,393;0,503;-5,796;6,258;9,561;-4,772;9,683;0,626;-3,643;0,229;-8,475;0,69;-6,326;1,414;-7,384;-8,462;7,06;-7,037;-3,021;-4,119;-2,743;-6,939;9,594;-3,926;5,311;-2,511;-8,727;-2,054;-3,57;5,18;0,878;4,372;9,705;-0,818;9,54;-4,365;-8,039;-0,214;7,835;9,717;5,64;6,286;-2,891;7,209;5,358;2,184;-1,003;-3,315;-8,306;1,317;2,034;8,278;3,936;6,309;3,766;-0,306;6,823;0,655;5
-3,422;-3,025;9,104;3,11;4,485;3,293;-6,098;3,979;-2,898;6,929;-8,139;-1,284;7,157;-0,266;5,652;-7,904;5,334;6,126;-0,96;7,59;-1,481;2,08;9,044;-3,896;4,551;8,633;-2,795;-2,773;2,265;9,092;-0,328;-2,591;-1,415;-4,671;5,802;-4,306;3,194;8,353;-0,235;4,769;4,504;-5,019;8,493;-5,042;4,438;2,18;9,377;0,332;3,321;-5,365;-6,744;4,599;9,673;5,685;9,58;-5,574;-7,554;4,39;1,515;0,375;1
7,066;9,227;5,518;3,843;-6,786;6,832;-0,603;-9,795;-1,752;-8,349;0,866;-2,936;-1,709;5,473;8,62;4,033;8,967;0,005;-6,804;2,218;-0,353;2,411;-2,179;-9,15;6,22;4,126;-8,822;7,083;8,001;-8,44;9,017;7,585;-9,91;-1,608;-6,993;-0,56;-6,329;-5,007;-6,406;-9,623;8,775;1,177;2,375;2,939;-9,876;-8,458;3,003;0,781;8,25;6,637;8,759;-5,784;-5,447;-3,326;2,987;-2,939;-2,174;-1,716;-4,764;-9,04;4
0,575;-1,026;6,77;-9,682;-6,098;1,554;4,289;-1,653;6,989;-8,04;4,445;-5,934;1,633;-7,103;-2,487;-4,426;6,697;-9,235;0,304;7,724;-3,283;-0,017;-7,323;8,888;-8,173;9,743;-2,05;-3,054;-2,311;4,463;9,131;-0,378;-0,467;2,325;-7,509;-8,991;-0,071;-0,714;9,51;-1,077;3,179;2,979;-0,329;4,78;6,017;7,336;0,61;9,267;-6,794;-4,636;2,01;9,195;-9,97;5,347;-8,741;5,455;-9,722;1,384;-5,592;4,021;2
-5,184;1,546;8,924;3,641;6,184;-6,178;5,416;3,253;5,774;-9,918;-6,621;-8,529;5,479;-5,816;8,16;-8,576;3,34;9,544;4,946;6,977;-7,968;5,546;7,873;-4,059;1,663;-5,61;6,482;1,244;-8,365;-4,35;-1,288;8,886;-8,563;8,213;0,126;2,45;2,653;-6,142;5,709;-2,222;-3,478;-8,995;8,317;3,131;5,108;-1,609;5,908;7,608;6,631;-2,293;6,993;4,271;2,231;-5,52;5,715;7,574;-5,494;2,355;-0,292;-1,716;2
3,726;2,005;4,526;9,546;9,951;-0,507;0,628;-8,732;4,964;-8,624;-5,498;5,142;4,897;-0,127;3,544;-5,683;-4,851;4,54;-0,642;-4,362;5,7;-9,979;-5,992;-8,579;-3,831;6,239;0,224;-6,568;1,681;-5,609;-6,744;-4,234;-1,361;-7,82;2,555;6,989;-0,487;7,662;-1,298;-2,162;4,233;5,572;8,05;9,936;-2,895;-8,889;1,455;-1,682;-1,518;-1,591;-5,193;-9,681;9,938;-8,238;-7,987;-6,851;-0,882;8,308;-8,362;-0,363;5
6,489;-1,404;8,846;-3,358;6,553;3,061;6,534;2,954;1,147;6,093;6,753;9,948;-7,504;-5,019;-3,617;0,201;-8,198;-2,006;-0,949;-8,642;-8,035;1,379;-5,395;5,762;3,33;-9,765;9,756;-6,211;-4,17;6,899;-7,253;-2,024;8,646;8,361;2,28;-3,59;0,605;6,953;4,361;6,537;3,423;-5,625;-6,499;-1,421;5,93;-6,119;-6,452;1,454;-0,698;7,988;-5,624;7,251;8,917;-0,899;-0,615;0,067;3,187;-3,7;-8,486;8,611;3
